genome_id,genome_name,label_count,selection_rank
1280.59770,Staphylococcus aureus CFSA12SA041,5,16abc75a5f3f8ee16b6d1a1e93b6b39bf61d045632fdec333cffc0702bda5cd8
1280.8202,Staphylococcus aureus C00013195,5,16d7effb623c10be99f9520f2438a03e86b5672e084b64959f55c923f7f9ef74
1280.9362,Staphylococcus aureus TTSH5_05,5,16e9dfb0566e23b073fad85354dc3bd219d310edac7fdd771d4d4443b25e892b
1280.59701,Staphylococcus aureus CFSA16SA011,5,1716571758736a5bcc61a04f0ae8496731265aa143509f3dff8b0501a7f71977
1280.59646,Staphylococcus aureus CFSA17SA009,5,1728e44e92cba5fe5779057a4dd6871f468125eb75635211368c1d064efa6a03
1280.8173,Staphylococcus aureus C00013166,5,1732241ad8ea0362091d68fb095ba902856e8df80e99b4cb2d415670d6550533
1280.59434,Staphylococcus aureus CFSA14SA013,5,17554ad9888420285ae4b5c51acd67641c9a2a94dc475e42e2369124008d8a13
1280.59669,Staphylococcus aureus CFSA16SA043,5,17975e020224034572545eb7dc84d2f3fee2b100873c47061376119ce1b31762
1280.26012,Staphylococcus aureus strain 1606-106,5,17c515856d0a9c0eeaa7d694e994739acde12421ca6cd936d7244a4d01be8e63
1280.9381,Staphylococcus aureus WAU_25,5,17fcef9842a747c6fa2fc62977b45e83ac7cade2108d9164354c2303f31b9d70
1280.59317,Staphylococcus aureus CFSA15SA091,5,17fef17c6fcd0d1e59bdac121ed1ae500f1ea497cfca77b71d76e7be4450cf71
1280.9373,Staphylococcus aureus WAU_16,5,180c4424c3ec9675e2efc41e580beb0377fc1774d7fd52e3c74e177a723d2d88
1280.59491,Staphylococcus aureus CLSA80,5,185224dec915f7b6428554a8857f4d6038f851b944b9505f570232d7c8a7cf41
1280.59615,Staphylococcus aureus CFSA17SA044,5,1857be73eee08468505e02b2e5001b7f59c69e83a3785bfef43889df7ae17894
1280.8513,Staphylococcus aureus C00001402,5,186b2467d5d2ab0888c7e4dabf05628cb5bd7bc86bc926663cee499bc6d74dbc
1280.9196,Staphylococcus aureus 005_10,5,18a12ceb25eed7884472d04af87016abda632a40722f56ec109ee013eaeec477
1280.59541,Staphylococcus aureus CLSA20,5,1940b495d5b83f695e7b50356ff5e3295ab4347e4bfc2d64601d9de80b3989b4
1280.59815,Staphylococcus aureus CFSA.SA038,5,19458b250ea1a53c3e9bccc9c859345547bf18bfc07924a76b851946d6fd644e
1280.59301,Staphylococcus aureus CFSA15SA105,5,19568b1758e8bd3b4d259968da7be476410b7c39ac2a05224b2f304ed48f6270
1280.26058,Staphylococcus aureus strain 1367-46,5,1a8ec0836bc7a596bcbf3e316208f3806cc91769e489abf288c766468c5e28c5
1280.59351,Staphylococcus aureus CFSA15SA056,5,1ab7d2d0282834d5895b1e2d45984ea4ed73e64c1e5bf91109e64255de741ce4
1280.59357,Staphylococcus aureus CFSA15SA047,5,1ac52ef41502870244358f05601838442689b16c95578c529f3400f4d55c6839
1280.59492,Staphylococcus aureus CLSA78,5,1b03014d0671fd85db418e48059587ed8ed602eb6226f7fcc758e551ad6d9eb0
1280.51828,Staphylococcus aureus 10-00410,5,1b7d37fabc916a4fadd5afe4779cf7576525b2e19ae4f3ca0668ddde1cf3cd47
1280.59793,Staphylococcus aureus CFSA12SA012,5,1ba75b235c2c0076fb60b5faa9f090987c3973b5876a22c4c7a917cbd0e8889a
1280.16861,Staphylococcus aureus strain AH022,5,1ba7d619ab13c558c3e675b429f3fc19f492c2efcbd281d0c0606785a4a4e4e4
1280.9299,Staphylococcus aureus 493_05,5,1bef41e60086e16ddd83cd4574f4f8be8c1382c19bdc4285bf990755fbc90d3b
1280.59542,Staphylococcus aureus CLSA21,5,1c87618518ac88931e8146571312d7782eb8fe6685492a1e3f406a72fa30826e
1280.8213,Staphylococcus aureus C00013206,5,1ca06338e4840b608c8700795d06c0cb42e3f5797ee887f7ec56867214e5e568
1280.15927,Staphylococcus aureus strain W31_250215,5,1ceb8d881018b83a6add1e525e2511f4d4dbec346af937c0437d3ba6e87e0e99
1280.59566,Staphylococcus aureus CFSA17SA097,5,1d2930a5f748930bc9a9e09eb100700f4dfa5b9940afbadbbd8c93ef3c515011
1280.9349,Staphylococcus aureus TTSH3_09,5,1d606e4f46904b7eb95974133618b2d767cf8f38c127597f1693fcd036e8e71c
1280.9307,Staphylococcus aureus CGH2_07,5,1d630fe3484a395d6b9a94bc4163c2bf485881fe02f2d21fd4c37115433fe621
1280.9997,Staphylococcus aureus C00013221,5,1d6b9ef19f60ee7b704a167243c3813a9be17578e3b9299d511c746c0913c12c
1280.8193,Staphylococcus aureus C00013186,5,1d798c0334bc01f83d5a193edea9786f10c71fa7ced86f37a23b3996f271f051
1280.8726,Staphylococcus aureus C00001445,5,1df32e710a7270452ce0218396286cc57ed5ce078b3db4c014ba24bf2468e093
1280.51807,Staphylococcus aureus 14-03283,5,1e3dc1a9a56bd1f682b0a68e2c0eb51cc7f221ac2e379cd9a1a8edddbe5ad9fa
1280.15888,Staphylococcus aureus strain N12_291214,5,1e71a26f68a6e06b2698b17a350992f52bda2ffc564b001bce9e11e0736dc92f
1280.51905,Staphylococcus aureus 10-01507,5,1f0e2cc04bca1166f61aa453a89b38c71b6af01b3af174c2bf911cc093be3bde
1280.9907,Staphylococcus aureus C00008630,5,1f4922663e68e10d761ba8a30f33cc4e0880f2c45431d26a23cf3842e08df338
1280.9278,Staphylococcus aureus 255_04,5,1fe55470d9f3879019ac20ecd2e220f0f41cf246c653644c3791251f20915f1f
1280.9398,Staphylococcus aureus WAU_32,5,1ff35ad04125b20060eabf896a3e8f876814f763f7aeddc5ac2f18c81c2df06a
1280.8369,Staphylococcus aureus C00007104,5,2081d864079eaf6392d38fbb11f380d732532819f26225f2e912ea968ff892f3
1280.9351,Staphylococcus aureus TTSH4_01,5,208aa3c6a38f80252a8dd14b2089c9607b284b245bdc894e42f95f1ee4febe75
1280.9326,Staphylococcus aureus TTSH1_01,5,20a2e6fbab1231e643e74011659d80e1241b8ef03fdeb430acbafa894f185ba4
1280.59415,Staphylococcus aureus CFSA14SA032,5,20bb54d79918ef67a8961033f60e0a9a0aad6466c6cb6c54d873e1e38a77cd8c
1280.59597,Staphylococcus aureus CFSA17SA063,5,210c270e3f7c41e7082f13356e201acc36f91e5fba165b9b2d2afe7aa734b8ca
1280.59253,Staphylococcus aureus CFSA15SA155,5,21244de4d38ce1ab377435917d4c5431939451dbd068da85d4f594080282a458
1280.51748,Staphylococcus aureus 14-02720,5,215198094be0785dc78f07c24f154672258c9081475483d4656c7f6d63554f9d
1280.9971,Staphylococcus aureus C00013165,5,21cebf13dae1f85fe9884a59874f3f5b073e4c699d25bf1636462aec316d1378
1280.51833,Staphylococcus aureus 08-00141,5,21d5afece106d48534c4877fe0c2a4c4f13923a5d60860a43151e6a6b5d43d46
1280.59878,Staphylococcus aureus 18A141,5,21e0b3e5e595925db43aa7310221f0d28af85ff4bc45d7ae4b2b9e88cf5fd413
1280.59814,Staphylococcus aureus CFSA.SA040,5,21f28ac71da6026c3a20f344c8fc4de983fd0875c8d4a14873d6833b61f928fe
1280.9903,Staphylococcus aureus C00007114,5,22035488e905de1a27c94a98c7027ab3169be75cd02e571b8df2d2f0df5b8c19
1280.3350,Staphylococcus aureus strain NRS100,5,225c07c6c75799eee01169442ff971cc9657503ffe6f198ad47a7ddcbf82d917
1280.9901,Staphylococcus aureus C00007111,5,2273a419d9fd4ad08ffb7ffdba00433de4009918234f3337176e37c6c95341a0
1280.7362,Staphylococcus aureus 010_10,5,229b4aa52c805f4ef90063a00086871af450468c43ee7044686692ec0b3f4bd4
1280.59286,Staphylococcus aureus CFSA15SA120,5,23054afc119ad177c3d171ae2c01688219589340569ec448d27ab234fe3e3cf7
1280.8155,Staphylococcus aureus C00012828,5,2352414dd891ef14a5db281b21b260e6a99d93b11d7350026d99bec85a6683d2
1280.59626,Staphylococcus aureus CFSA17SA034,5,238ae9eadc94a7f5fddb016977e958de6c6c29fa815e7ab069ed4cd38cc8c6cc
1280.51909,Staphylococcus aureus 12-03411,5,23e35253e300dbd77feeb1d2fc52b42d363ed00e085aa2c79272f63d570c621f
1280.51750,Staphylococcus aureus 12-00046,5,2476e508e0ef7728cfbc81c022da3332f6247fcd0f4ac7cc3951bef7bfe9a339
1280.59569,Staphylococcus aureus CFSA17SA090,5,247b75ce5b20e2499d72bf32db7d4e9868b1c58e6e7a9a5061747ccc0b879196
1280.9951,Staphylococcus aureus C00012800,5,24826c3078d04c14ce05f7c77440833e84404a6cc4d86f35ad88ad6c5c5c47c6
1280.9919,Staphylococcus aureus C00008994,5,248dca5e181fd8577d5a63f4b7435d167f4b9d52c37670a83652cff730237013
1280.15866,Staphylococcus aureus strain HCW11A_151214,5,24cee160f7ea8fb5aeba3e547fe8de5810ece323cce1471fea508cf0f002f1e8
1280.7446,Staphylococcus aureus C00007075,5,24f18f208a7858f10144d86a5a4cbb78d64a38a65e6a8a407d8477645bf85468
1280.8224,Staphylococcus aureus C00013217,5,2509190e37ad5cecb80eca26cea924dad947ecf95ef68ab84ebb3bd7092ee823
1280.8700,Staphylococcus aureus C00000787,5,2518d55fbc040f19000080eb6c34b7fbe454719f97204107761bffb6b8be7147
1280.59407,Staphylococcus aureus CFSA14SA038,5,25266ee35a45e08e56ca4f9f6bb45c93fa78f9943b04544a804ace15a5e2aea7
1280.8692,Staphylococcus aureus C00008947,5,25468deb7c0610d5da9b4e6d1271df647ae606d2338796e7a4c8bb3c14686984
1280.26024,Staphylococcus aureus strain 1029-04,5,256a63d0c6a4249861c38cf223015e06113772100125e113f8944fd6f3d8c2a7
1280.59651,Staphylococcus aureus CFSA17SA003,5,259700d4516e3d0725bfd11e7896c3696bc7473bdf64b71acbe79cc6be9bc788
1280.9968,Staphylococcus aureus C00013162,5,25ac35c9a5c9975bb7af7263b117ca766e91906264a2ec7e1d6357a7818cf44b
1280.26007,Staphylococcus aureus strain 1582-96,5,260a56f01db84bf14c1bdc1c1862a5ba6f79f99ccbfef6cabac7885738d671e3
1280.9258,Staphylococcus aureus 101_07,5,267af90e119b22efeac527b18f2fefcdb262ff2cecc532c24dccb0cda86acedb
1280.59847,Staphylococcus aureus CFSA.SA004,5,26de6026cc00bc8e96e030f414156b3dae338ead6e75a82dca72343be876dd90
1280.15865,Staphylococcus aureus strain N32_250215,5,26e10642d881d4c8a9266b7c061c32b5db66917920689afffc3d9e99d0b8d8cd
1280.59907,Staphylococcus aureus 11A1123,5,275a8cdcfb67daf3a59979d0765bde2d56ad4c3ceb94bca557dbdc71e5f91973
1280.8457,Staphylococcus aureus C00000827,5,277c610b00a2ecb5ba60988d7c41d326fdaf73a801342018dc7d3c56b78a8fa9
1280.9402,Staphylococcus aureus WAU_36,5,27e8ceee50f9e31c842ec989466496279d2ec58da5b4162a8c99ac3ff8772eff
1280.8081,Staphylococcus aureus C00012749,5,27ecd0b1ebb6a91ebeab8d190dd61b2cb8453d06ab358a4f48b365b9315cdfdf
1280.26028,Staphylococcus aureus strain 1055-11,5,281f4748b2c3157102244c347250024656cf65023d494ad591f8d57cecc70ef5
1280.26022,Staphylococcus aureus strain 1002-01,5,287c1572f7a86bc98feb5ec3696542567bb0f4c7dad1d2d817562c9d606d90b6
